[REC] ARMED — listening on GPIO6(CMD) + GPIO5(FB). Press microwave START.
[REC] buffer full.
---REC BEGIN---
idx,t_us,chan,level,dt_us
23286,6181601,F,0,168
23287,6181648,C,0,47
23288,6181859,C,0,211
23289,6181908,F,0,49
23290,6182070,C,0,162
23291,6182117,F,0,47
23292,6182282,C,0,165
23293,6182328,F,0,46
23294,6182493,C,0,165
23295,6182539,F,0,46
23296,6182704,C,0,165
23297,6182742,F,0,38
23298,6182907,C,0,165
23299,6182949,F,0,42
23300,6183117,C,0,168
23301,6183338,C,1,221
23302,6183540,C,0,202
23303,6183750,C,1,210
23304,6183967,C,0,217
23305,6184168,C,0,201
23306,6184347,F,1,179
23307,6184371,C,0,24
23308,6185114,C,0,743
23309,6185419,F,1,305
23310,6185628,F,1,209
23311,6185839,F,0,211
23312,6186059,F,1,220
23313,6186264,F,0,205
23314,6186530,F,0,266
23315,6186751,F,0,221
23316,6186951,F,0,200
23317,6187151,F,0,200
23318,6187160,C,1,9
23319,6187354,F,0,194
23320,6187556,F,1,202
23321,6187760,F,1,204
23322,6187960,F,0,200
23323,6188161,F,0,201
23324,6188367,F,0,206
23325,6188567,F,0,200
23326,6188769,F,1,202
23327,6188969,F,0,200
23328,6189031,C,0,62
23329,6189169,F,1,138
23330,6189234,C,0,65
23331,6189656,F,1,422
23332,6189858,F,1,202
23333,6190062,F,0,204
23334,6190262,F,1,200
23335,6190320,C,1,58
23336,6190462,F,0,142
23337,6190667,F,0,205
23338,6190672,C,1,5
23339,6190868,F,1,196
23340,6190932,C,1,64
23341,6191069,F,0,137
23342,6191141,C,1,72
23343,6193369,F,0,2228
23344,6194191,F,0,822
23345,6194586,C,0,395
23346,6194879,C,1,293
23347,6195081,C,1,202
23348,6195282,C,0,201
23349,6195493,C,0,211
23350,6195641,F,0,148
23351,6195693,C,0,52
23352,6195898,C,1,205
23353,6196102,C,0,204
23354,6196331,C,1,229
23355,6196372,F,0,41
23356,6196579,F,1,207
23357,6196597,C,1,18
23358,6196801,F,0,204
23359,6196844,C,1,43
23360,6197009,F,0,165
23361,6197050,C,1,41
23362,6197211,F,1,161
23363,6197251,C,1,40
23364,6197433,F,0,182
23365,6197496,C,1,63
23366,6197651,F,1,155
23367,6197709,C,0,58
23368,6197923,C,0,214
23369,6198174,F,0,251
23370,6198176,C,0,2
23371,6198387,F,0,211
23372,6198389,C,0,2
23373,6198598,F,0,209
23374,6198600,C,0,2
23375,6198809,F,0,209
23376,6198822,C,1,13
23377,6199020,F,0,198
23378,6199031,C,1,11
23379,6199230,F,0,199
23380,6199242,C,1,12
23381,6199441,F,1,199
23382,6199454,C,1,13
23383,6199642,F,0,188
23384,6199858,F,0,216
23385,6200058,F,1,200
23386,6200161,C,1,103
23387,6200289,F,1,128
23388,6200395,C,1,106
23389,6200528,F,1,133
23390,6200643,C,1,115
23391,6200867,C,1,224
23392,6200985,F,1,118
23393,6201069,C,0,84
23394,6202553,C,0,1484
23395,6202761,C,1,208
23396,6203136,C,1,375
23397,6203383,F,1,247
23398,6203585,F,0,202
23399,6203750,C,1,165
23400,6203786,F,0,36
23401,6203988,F,0,202
23402,6204188,F,0,200
23403,6204389,F,0,201
23404,6204590,F,0,201
23405,6204800,F,0,210
23406,6205009,F,0,209
23407,6205223,F,0,214
23408,6205427,F,0,204
23409,6205637,F,0,210
23410,6205837,F,0,200
23411,6206038,F,1,201
23412,6206238,F,0,200
23413,6206450,F,0,212
23414,6206661,F,0,211
23415,6206872,F,0,211
23416,6207067,C,0,195
23417,6207083,F,0,16
23418,6207457,F,0,374
23419,6207459,C,0,2
23420,6207659,C,0,200
23421,6207859,C,1,200
23422,6208123,C,0,264
23423,6210431,F,0,2308
23424,6210661,F,1,230
23425,6210861,F,0,200
23426,6211564,F,1,703
23427,6212173,F,0,609
23428,6212181,C,1,8
23429,6212514,C,0,333
23430,6212716,C,1,202
23431,6212930,C,1,214
23432,6213011,F,0,81
23433,6213150,C,1,139
23434,6213219,F,1,69
23435,6213377,C,1,158
23436,6213441,F,1,64
23437,6213642,C,1,201
23438,6213650,F,1,8
23439,6213853,F,1,203
23440,6213967,C,1,114
23441,6214075,F,0,108
23442,6214211,C,1,136
23443,6214293,F,0,82
23444,6214425,C,1,132
23445,6214637,C,0,212
23446,6214849,C,0,212
23447,6215060,C,1,211
23448,6215271,C,1,211
23449,6215428,F,0,157
23450,6215485,C,1,57
23451,6215695,C,1,210
23452,6215732,F,0,37
23453,6215907,C,1,175
23454,6215941,F,0,34
23455,6216130,C,0,189
23456,6216152,F,0,22
23457,6216335,C,0,183
23458,6216357,F,0,22
23459,6216546,C,1,189
23460,6216572,F,1,26
23461,6216773,F,0,201
23462,6216977,C,1,204
23463,6216979,F,0,2
23464,6217183,F,0,204
23465,6217191,C,1,8
23466,6217387,F,1,196
23467,6217590,F,1,203
23468,6217648,C,1,58
23469,6217794,F,1,146
23470,6220422,C,1,2628
23471,6220637,C,0,215
23472,6220838,C,0,201
23473,6221149,C,0,311
23474,6221452,F,1,303
23475,6221655,F,0,203
23476,6221855,F,0,200
23477,6222058,F,0,203
23478,6222259,F,0,201
23479,6222471,F,0,212
23480,6222672,F,1,201
23481,6222879,F,0,207
23482,6223092,F,0,213
23483,6223313,F,0,221
23484,6223548,F,0,235
23485,6223608,C,1,60
23486,6223829,F,0,221
23487,6223983,C,1,154
23488,6224194,C,1,211
23489,6224204,F,0,10
23490,6224402,C,1,198
23491,6224602,C,1,200
23492,6224810,C,0,208
23493,6225014,C,1,204
23494,6225731,C,0,717
23495,6225957,C,0,226
23496,6228746,F,1,2789
23497,6228878,C,0,132
23498,6228951,F,0,73
23499,6229158,F,1,207
23500,6229367,F,0,209
23501,6229571,F,1,204
23502,6229573,C,0,2
23503,6230206,C,0,633
23504,6230274,F,1,68
23505,6230421,C,0,147
23506,6230479,F,0,58
23507,6230624,C,1,145
23508,6230687,F,0,63
23509,6230847,C,1,160
23510,6230905,F,0,58
23511,6231064,C,1,159
23512,6231276,C,1,212
23513,6231486,C,0,210
23514,6231698,C,0,212
23515,6231901,F,0,203
23516,6231909,C,1,8
23517,6232112,F,0,203
23518,6232120,C,1,8
23519,6232336,C,1,216
23520,6232393,F,0,57
23521,6232545,C,1,152
23522,6232604,F,0,59
23523,6232758,C,1,154
23524,6232815,F,0,57
23525,6232994,C,1,179
23526,6233027,F,1,33
23527,6233227,F,0,200
23528,6233444,F,1,217
23529,6233459,C,1,15
23530,6233650,F,1,191
23531,6233666,C,1,16
23532,6233864,F,1,198
23533,6233881,C,1,17
23534,6234064,F,0,183
23535,6234126,C,0,62
23536,6234277,F,0,151
23537,6234336,C,0,59
23538,6234755,F,1,419
23539,6234973,F,1,218
23540,6235452,F,1,479
23541,6235691,F,1,239
23542,6236998,C,0,1307
23543,6237001,F,1,3
23544,6237205,C,0,204
23545,6238631,C,0,1426
23546,6239236,C,0,605
23547,6239473,F,1,237
23548,6239675,F,0,202
23549,6239887,F,0,212
23550,6240123,F,0,236
23551,6240253,C,1,130
23552,6240382,F,0,129
23553,6240465,C,1,83
23554,6240701,F,0,236
23555,6240746,C,1,45
23556,6240957,C,1,211
23557,6241163,C,0,206
23558,6241365,C,1,202
23559,6241565,C,0,200
23560,6241766,C,0,201
23561,6241967,C,1,201
23562,6242172,C,0,205
23563,6242375,C,1,203
23564,6242577,C,1,202
23565,6242778,C,0,201
23566,6242982,C,1,204
23567,6243761,C,1,779
23568,6243966,C,0,205
23569,6244192,C,0,226
23570,6245313,F,0,1121
23571,6245360,C,0,47
23572,6245516,F,0,156
23573,6245560,C,0,44
23574,6245730,F,0,170
23575,6246133,F,0,403
23576,6246199,C,0,66
23577,6246334,F,0,135
23578,6246417,C,0,83
23579,6246553,F,1,136
23580,6246633,C,0,80
23581,6246776,F,1,143
23582,6246850,C,0,74
23583,6246986,F,1,136
23584,6247056,C,0,70
23585,6247238,F,1,182
23586,6247257,C,0,19
23587,6247462,C,0,205
23588,6247606,F,1,144
23589,6248259,C,0,653
23590,6248297,F,1,38
23591,6248463,C,0,166
23592,6248667,C,0,204
23593,6248881,C,0,214
23594,6249059,F,0,178
23595,6249092,C,1,33
23596,6249270,F,0,178
23597,6249305,C,1,35
23598,6249482,F,0,177
23599,6249543,C,1,61
23600,6249695,F,0,152
23601,6249757,C,1,62
23602,6249895,F,0,138
23603,6250112,F,1,217
23604,6250128,C,1,16
23605,6250319,F,1,191
23606,6250335,C,1,16
23607,6250534,F,0,199
23608,6250718,C,1,184
23609,6250734,F,0,16
23610,6250939,F,0,205
23611,6251009,C,1,70
23612,6251143,F,1,134
23613,6251344,F,1,201
23614,6251545,F,1,201
23615,6251746,F,1,201
23616,6251947,F,0,201
23617,6252154,F,1,207
23618,6252164,C,0,10
23619,6252922,F,1,758
23620,6253191,F,1,269
23621,6253422,F,1,231
23622,6253661,F,0,239
23623,6253712,C,1,51
23624,6253870,F,0,158
23625,6256307,C,1,2437
23626,6256515,C,0,208
23627,6257280,C,1,765
23628,6257386,F,1,106
23629,6257484,C,1,98
23630,6257687,C,1,203
23631,6257887,C,0,200
23632,6258088,C,0,201
23633,6258292,C,0,204
23634,6258493,C,0,201
23635,6258693,C,0,200
23636,6258894,C,0,201
23637,6259094,C,1,200
23638,6259298,C,0,204
23639,6259498,C,0,200
23640,6259700,C,0,202
23641,6259912,C,0,212
23642,6260112,C,1,200
23643,6260317,C,0,205
23644,6260520,C,0,203
23645,6260732,C,1,212
23646,6260944,C,1,212
23647,6261835,C,1,891
23648,6262012,F,0,177
23649,6262043,C,0,31
23650,6262212,F,1,169
23651,6262251,C,1,39
23652,6262453,C,1,202
23653,6262838,C,0,385
23654,6262935,F,0,97
23655,6263051,C,1,116
23656,6263140,F,1,89
23657,6263256,C,1,116
23658,6263363,F,1,107
23659,6263474,C,1,111
23660,6263578,F,1,104
23661,6263681,C,1,103
23662,6263882,C,1,201
23663,6264127,C,1,245
23664,6264296,F,1,169
23665,6264339,C,0,43
23666,6264507,F,0,168
23667,6264541,C,0,34
23668,6264707,F,1,166
23669,6264759,C,0,52
23670,6264915,F,0,156
23671,6264971,C,0,56
23672,6265115,F,0,144
23673,6265182,C,0,67
23674,6265321,F,1,139
23675,6265524,F,0,203
23676,6265556,C,0,32
23677,6266283,C,0,727
23678,6266368,F,1,85
23679,6266486,C,1,118
23680,6266580,F,0,94
23681,6266734,C,1,154
23682,6266795,F,1,61
23683,6266965,C,1,170
23684,6267001,F,1,36
23685,6267206,C,1,205
23686,6267216,F,1,10
23687,6267440,F,1,224
23688,6267643,F,1,203
23689,6267856,F,1,213
23690,6268056,F,1,200
23691,6268259,F,1,203
23692,6268461,F,1,202
23693,6268661,F,0,200
23694,6268874,F,1,213
23695,6269076,F,1,202
23696,6269277,F,0,201
23697,6269564,F,1,287
23698,6269768,F,0,204
23699,6269969,F,0,201
23700,6270172,F,1,203
23701,6270210,C,0,38
23702,6270374,F,0,164
23703,6270420,C,0,46
23704,6270602,F,1,182
23705,6270842,F,1,240
23706,6271044,F,1,202
23707,6271275,F,1,231
23708,6271518,F,1,243
23709,6271770,F,1,252
23710,6273262,C,1,1492
23711,6273471,C,1,209
23712,6273680,C,0,209
23713,6273889,C,0,209
23714,6274090,C,1,201
23715,6274293,C,1,203
23716,6274386,F,1,93
23717,6274496,C,0,110
23718,6274588,F,1,92
23719,6275343,F,1,755
23720,6275701,C,0,358
23721,6275904,C,0,203
23722,6276113,C,1,209
23723,6276315,C,0,202
23724,6276518,C,1,203
23725,6276725,C,0,207
23726,6276926,C,0,201
23727,6277126,C,1,200
23728,6277339,C,1,213
23729,6277555,C,1,216
23730,6277885,C,0,330
23731,6278216,C,1,331
23732,6278416,C,1,200
23733,6278624,C,1,208
23734,6278674,F,0,50
23735,6278833,C,0,159
23736,6278893,F,0,60
23737,6279041,C,1,148
23738,6279549,F,0,508
23739,6279676,C,0,127
23740,6279759,F,0,83
23741,6279962,F,0,203
23742,6279986,C,1,24
23743,6280164,F,1,178
23744,6280254,C,1,90
23745,6280365,F,1,111
23746,6280483,C,1,118
23747,6280576,F,0,93
23748,6280732,C,1,156
23749,6280779,F,1,47
23750,6280994,F,0,215
23751,6280999,C,1,5
23752,6281195,F,0,196
23753,6281207,C,0,12
23754,6281404,F,0,197
23755,6281410,C,1,6
23756,6281604,F,0,194
23757,6281626,C,0,22
23758,6281812,F,0,186
23759,6281954,C,0,142
23760,6282024,F,0,70
23761,6282235,F,0,211
23762,6282236,C,0,1
23763,6282445,F,1,209
23764,6282447,C,0,2
23765,6282659,F,1,212
23766,6282661,C,0,2
23767,6282859,F,0,198
23768,6282867,C,0,8
23769,6283073,C,0,206
23770,6283242,F,1,169
23771,6283286,C,0,44
23772,6283486,C,0,200
23773,6283693,C,0,207
23774,6284329,C,1,636
23775,6284408,F,0,79
23776,6284632,F,1,224
23777,6284837,F,0,205
23778,6285037,F,1,200
23779,6285240,F,0,203
23780,6285449,F,0,209
23781,6285674,F,1,225
23782,6285877,F,1,203
23783,6286078,F,1,201
23784,6286278,F,1,200
23785,6286526,F,0,248
23786,6286738,F,1,212
23787,6286970,F,0,232
23788,6287143,C,1,173
23789,6287172,F,1,29
23790,6287372,F,1,200
23791,6287584,F,0,212
23792,6287784,F,1,200
23793,6287992,F,1,208
23794,6288196,F,1,204
23795,6288237,C,1,41
23796,6288404,F,1,167
23797,6288459,C,1,55
23798,6288866,F,1,407
23799,6289066,F,0,200
23800,6289266,F,1,200
23801,6289471,F,1,205
23802,6289685,F,1,214
23803,6289900,F,1,215
23804,6290111,F,1,211
23805,6290206,C,1,95
23806,6290323,F,1,117
23807,6290511,C,1,188
23808,6290557,F,1,46
23809,6290746,C,1,189
23810,6290955,C,1,209
23811,6291050,F,1,95
23812,6291160,C,1,110
23813,6291253,F,0,93
23814,6292479,F,0,1226
23815,6292694,F,0,215
23816,6293382,F,1,688
23817,6293711,C,1,329
23818,6293914,C,0,203
23819,6294128,C,1,214
23820,6294329,C,1,201
23821,6294562,C,0,233
23822,6294862,C,0,300
23823,6295064,C,1,202
23824,6295284,C,0,220
23825,6295484,C,1,200
23826,6295688,C,1,204
23827,6295900,C,0,212
23828,6296106,C,0,206
23829,6296309,C,1,203
23830,6296353,F,0,44
23831,6296561,F,0,208
23832,6296607,C,1,46
23833,6296783,F,1,176
23834,6296827,C,1,44
23835,6296993,F,0,166
23836,6297034,C,1,41
23837,6297195,F,0,161
23838,6297235,C,1,40
23839,6297396,F,0,161
23840,6297443,C,1,47
23841,6297596,F,0,153
23842,6297649,C,0,53
23843,6297797,F,0,148
23844,6297849,C,1,52
23845,6297997,F,0,148
23846,6298055,C,1,58
23847,6298257,F,0,202
23848,6298265,C,0,8
23849,6298465,C,1,200
23850,6298469,F,0,4
23851,6298671,C,0,202
23852,6298681,F,0,10
23853,6298873,C,0,192
23854,6298891,F,1,18
23855,6299078,C,1,187
23856,6299103,F,0,25
23857,6299283,C,0,180
23858,6299314,F,1,31
23859,6299488,C,0,174
23860,6299518,F,0,30
23861,6299689,C,1,171
23862,6299729,F,0,40
23863,6299901,C,1,172
23864,6300101,C,1,200
23865,6300307,C,1,206
23866,6300522,C,1,215
23867,6300576,F,1,54
23868,6300744,C,1,168
23869,6300919,F,1,175
23870,6300944,C,0,25
23871,6301762,C,0,818
23872,6302374,C,1,612
23873,6302654,F,1,280
23874,6302904,F,1,250
23875,6303111,F,1,207
23876,6303311,F,0,200
23877,6303526,F,1,215
23878,6303726,F,1,200
23879,6303847,C,1,121
23880,6303929,F,0,82
23881,6304135,F,1,206
23882,6304338,F,1,203
23883,6304539,F,1,201
23884,6304747,F,1,208
23885,6304948,F,0,201
23886,6305150,F,0,202
23887,6305359,F,0,209
23888,6305559,F,0,200
23889,6305764,F,1,205
23890,6305974,F,0,210
23891,6306175,F,0,201
23892,6306277,C,0,102
23893,6306379,F,0,102
23894,6306479,C,1,100
23895,6306583,F,0,104
23896,6306679,C,0,96
23897,6306784,F,0,105
23898,6306991,F,0,207
23899,6307193,F,0,202
23900,6307294,C,1,101
23901,6307394,F,1,100
23902,6307505,C,1,111
23903,6307600,F,0,95
23904,6307712,C,1,112
23905,6307802,F,0,90
23906,6307914,C,0,112
23907,6310241,F,0,2327
23908,6310463,F,1,222
23909,6310666,F,1,203
23910,6311401,F,1,735
23911,6311797,C,0,396
23912,6311997,C,0,200
23913,6312173,F,0,176
23914,6312202,C,0,29
23915,6312409,C,1,207
23916,6312617,C,1,208
23917,6312819,C,0,202
23918,6312970,F,0,151
23919,6313110,C,1,140
23920,6313180,F,0,70
23921,6313366,C,1,186
23922,6313381,F,0,15
23923,6313579,C,1,198
23924,6313588,F,1,9
23925,6313792,F,1,204
23926,6313807,C,1,15
23927,6313993,F,0,186
23928,6314030,C,1,37
23929,6314210,F,1,180
23930,6314249,C,1,39
23931,6314460,C,1,211
23932,6314662,C,1,202
23933,6314864,C,0,202
23934,6315073,C,0,209
23935,6315284,C,0,211
23936,6315463,F,0,179
23937,6315558,C,0,95
23938,6315674,F,0,116
23939,6315792,C,0,118
23940,6315884,F,0,92
23941,6316015,C,1,131
23942,6316095,F,1,80
23943,6316226,C,1,131
23944,6316299,F,0,73
23945,6316508,F,0,209
23946,6316711,F,1,203
23947,6316837,C,1,126
23948,6316913,F,1,76
23949,6317072,C,1,159
23950,6317125,F,1,53
23951,6317346,F,1,221
23952,6317547,F,1,201
23953,6317577,C,1,30
23954,6317752,F,1,175
23955,6317786,C,1,34
23956,6319828,C,1,2042
23957,6320401,C,1,573
23958,6320491,F,0,90
23959,6320694,F,1,203
23960,6320894,F,0,200
23961,6321094,F,1,200
23962,6321304,F,0,210
23963,6321507,F,0,203
23964,6321708,F,0,201
23965,6321913,F,0,205
23966,6322117,F,0,204
23967,6322317,F,0,200
23968,6322527,F,0,210
23969,6322730,F,0,203
23970,6322932,F,0,202
23971,6323154,F,0,222
23972,6323365,F,0,211
23973,6323519,C,1,154
23974,6323576,F,0,57
23975,6323730,C,1,154
23976,6323787,F,0,57
23977,6323964,C,1,177
23978,6324171,C,1,207
23979,6324943,C,1,772
23980,6325143,C,0,200
23981,6327231,F,0,2088
23982,6328381,F,0,1150
23983,6328682,F,0,301
23984,6328806,C,0,124
23985,6329449,C,1,643
23986,6329472,F,1,23
23987,6329652,C,1,180
23988,6329673,F,1,21
23989,6329871,C,1,198
23990,6329883,F,0,12
23991,6330094,C,1,211
23992,6330104,F,1,10
23993,6330304,C,1,200
23994,6330313,F,0,9
23995,6330506,C,1,193
23996,6330516,F,1,10
23997,6330739,F,0,223
23998,6330753,C,1,14
23999,6330957,F,0,204
24000,6330971,C,1,14
24001,6331181,C,1,210
24002,6331395,C,0,214
24003,6331596,C,1,201
24004,6331796,C,0,200
24005,6331834,F,0,38
24006,6332009,C,0,175
24007,6332069,F,0,60
24008,6332220,C,1,151
24009,6332326,F,0,106
24010,6332430,C,0,104
24011,6332583,F,0,153
24012,6332642,C,1,59
24013,6332819,F,0,177
24014,6332855,C,1,36
24015,6333031,F,0,176
24016,6333248,F,1,217
24017,6333331,C,0,83
24018,6333457,F,0,126
24019,6333537,C,1,80
24020,6333750,C,1,213
24021,6333777,F,1,27
24022,6333977,F,1,200
24023,6334178,F,1,201
24024,6334344,C,1,166
24025,6334380,F,1,36
24026,6336996,C,0,2616
24027,6337049,F,1,53
24028,6337203,C,1,154
24029,6337836,C,1,633
24030,6338036,C,0,200
24031,6338428,C,1,392
24032,6338637,F,1,209
24033,6338840,F,0,203
24034,6339045,F,0,205
24035,6339255,F,0,210
24036,6339455,F,0,200
24037,6339660,F,0,205
24038,6339863,F,0,203
24039,6340069,F,0,206
24040,6340281,F,0,212
24041,6340528,C,1,247
24042,6340809,C,1,281
24043,6341020,C,1,211
24044,6341226,C,1,206
24045,6341431,C,0,205
24046,6341632,C,0,201
24047,6341832,C,0,200
24048,6342035,C,1,203
24049,6342243,C,0,208
24050,6342996,C,0,753
24051,6343211,C,0,215
24052,6345302,F,0,2091
24053,6345328,C,0,26
24054,6345510,F,0,182
24055,6345543,C,1,33
24056,6345715,F,1,172
24057,6345748,C,0,33
24058,6345968,F,0,220
24059,6346173,F,1,205
24060,6346238,C,0,65
24061,6346381,F,1,143
24062,6346446,C,0,65
24063,6346646,C,0,200
24064,6346699,F,1,53
24065,6346850,C,0,151
24066,6347453,C,0,603
24067,6347534,F,1,81
24068,6347658,C,1,124
24069,6347860,C,1,202
24070,6347953,F,0,93
24071,6348061,C,1,108
24072,6348268,C,0,207
24073,6348480,C,0,212
24074,6348691,C,1,211
24075,6348870,F,0,179
24076,6348903,C,0,33
24077,6349080,F,0,177
24078,6349115,C,1,35
24079,6349292,F,0,177
24080,6349328,C,1,36
24081,6349503,F,0,175
24082,6349716,F,0,213
24083,6349801,C,1,85
24084,6349934,F,1,133
24085,6350048,C,1,114
24086,6350134,F,1,86
24087,6350341,F,1,207
24088,6350357,C,1,16
24089,6350557,F,1,200
24090,6350629,C,1,72
24091,6350758,F,0,129
24092,6350958,F,1,200
24093,6351067,C,1,109
24094,6351167,F,0,100
24095,6351368,F,1,201
24096,6351391,C,1,23
24097,6352024,F,0,633
24098,6352233,F,1,209
24099,6352455,F,0,222
24100,6353677,F,0,1222
24101,6353679,C,1,2
24102,6353883,F,1,204
24103,6353885,C,0,2
24104,6355787,C,1,1902
24105,6356466,C,0,679
24106,6356556,F,1,90
24107,6356666,C,1,110
24108,6356772,F,0,106
24109,6356875,C,0,103
24110,6357077,C,1,202
24111,6357280,C,1,203
24112,6357491,C,1,211
24113,6357700,C,1,209
24114,6357900,C,1,200
24115,6358100,C,0,200
24116,6358304,C,0,204
24117,6358506,C,0,202
24118,6358716,C,0,210
24119,6358916,C,0,200
24120,6359117,C,1,201
24121,6359317,C,0,200
24122,6359522,C,1,205
24123,6359724,C,0,202
24124,6359935,C,0,211
24125,6360137,C,1,202
24126,6360345,C,0,208
24127,6361019,C,0,674
24128,6361940,C,0,921
24129,6361985,F,0,45
24130,6362142,C,0,157
24131,6362185,F,0,43
24132,6362404,F,0,219
24133,6362406,C,0,2
24134,6362799,F,0,393
24135,6362865,C,0,66
24136,6363013,F,1,148
24137,6363075,C,0,62
24138,6363213,F,1,138
24139,6363276,C,1,63
24140,6363440,F,1,164
24141,6363487,C,1,47
24142,6363694,C,0,207
24143,6363724,F,1,30
24144,6363895,C,0,171
24145,6364048,F,1,153
24146,6364098,C,0,50
24147,6364298,C,1,200
24148,6364338,F,1,40
24149,6364498,C,0,160
24150,6364547,F,0,49
24151,6364728,C,0,181
24152,6364748,F,1,20
24153,6365504,C,0,756
24154,6365565,F,1,61
24155,6365706,C,0,141
24156,6365784,F,0,78
24157,6365911,C,0,127
24158,6366021,F,0,110
24159,6366126,C,1,105
24160,6366232,F,0,106
24161,6366446,F,1,214
24162,6366647,F,0,201
24163,6366847,F,0,200
24164,6366910,C,1,63
24165,6367052,F,1,142
24166,6367176,C,1,124
24167,6367268,F,1,92
24168,6367398,C,1,130
24169,6367470,F,0,72
24170,6367671,F,1,201
24171,6367812,C,1,141
24172,6367881,F,1,69
24173,6368082,F,0,201
24174,6368283,F,0,201
24175,6368483,F,0,200
24176,6368683,F,0,200
24177,6368886,F,1,203
24178,6369114,F,1,228
24179,6369321,F,1,207
24180,6370047,F,0,726
24181,6370253,F,0,206
24182,6370302,C,1,49
24183,6370459,F,0,157
24184,6370505,C,0,46
24185,6370664,F,1,159
24186,6373041,C,1,2377
24187,6373253,C,1,212
24188,6373459,C,1,206
24189,6373660,C,1,201
24190,6373863,C,0,203
24191,6374527,C,0,664
24192,6374565,F,1,38
24193,6374935,C,0,370
24194,6375135,C,0,200
24195,6375336,C,0,201
24196,6375537,C,0,201
24197,6375749,C,1,212
24198,6375950,C,1,201
24199,6376155,C,0,205
24200,6376362,C,0,207
24201,6376575,C,0,213
24202,6376776,C,1,201
24203,6376979,C,1,203
24204,6377183,C,0,204
24205,6377394,C,0,211
24206,6377594,C,1,200
24207,6377877,C,0,283
24208,6378199,C,0,322
24209,6378400,C,1,201
24210,6378586,F,0,186
24211,6378615,C,0,29
24212,6378786,F,1,171
24213,6378816,C,0,30
24214,6379004,F,0,188
24215,6379025,C,1,21
24216,6379225,C,1,200
24217,6379428,C,0,203
24218,6379565,F,0,137
24219,6379642,C,0,77
24220,6379773,F,1,131
24221,6379858,C,1,85
24222,6379973,F,1,115
24223,6380082,C,1,109
24224,6380184,F,1,102
24225,6380317,C,1,133
24226,6380390,F,1,73
24227,6380544,C,1,154
24228,6380592,F,1,48
24229,6380765,C,1,173
24230,6380811,F,1,46
24231,6380980,C,1,169
24232,6381024,F,0,44
24233,6381180,C,1,156
24234,6381224,F,0,44
24235,6381395,C,0,171
24236,6381425,F,0,30
24237,6381631,F,0,206
24238,6381632,C,0,1
24239,6381841,F,1,209
24240,6381843,C,0,2
24241,6382052,F,1,209
24242,6382054,C,0,2
24243,6382262,F,1,208
24244,6382264,C,0,2
24245,6382466,F,0,202
24246,6382474,C,0,8
24247,6382669,F,0,195
24248,6382685,C,0,16
24249,6382885,F,1,200
24250,6382896,C,0,11
24251,6383532,C,1,636
24252,6383627,F,1,95
24253,6383733,C,1,106
24254,6383832,F,0,99
24255,6384045,F,1,213
24256,6384236,C,1,191
24257,6384247,F,1,11
24258,6384451,F,0,204
24259,6384652,F,1,201
24260,6384852,F,1,200
24261,6385056,F,0,204
24262,6385257,F,0,201
24263,6385464,F,0,207
24264,6385688,F,1,224
24265,6385892,F,1,204
24266,6386095,F,1,203
24267,6386295,F,0,200
24268,6386524,F,1,229
24269,6386740,F,0,216
24270,6386941,F,1,201
24271,6387143,F,0,202
24272,6387348,F,0,205
24273,6387463,C,0,115
24274,6388095,F,1,632
24275,6388296,F,1,201
24276,6388497,F,1,201
24277,6388704,F,1,207
24278,6388946,F,1,242
24279,6390279,C,1,1333
24280,6390487,C,0,208
24281,6390696,C,1,209
24282,6390907,C,0,211
24283,6391028,F,1,121
24284,6391107,C,1,79
24285,6391234,F,0,127
24286,6391917,F,0,683
24287,6392592,F,0,675
24288,6392884,C,0,292
24289,6393085,C,1,201
24290,6393293,C,0,208
24291,6393494,C,1,201
24292,6393707,C,1,213
24293,6393916,C,0,209
24294,6394130,C,1,214
24295,6394330,C,0,200
24296,6394561,C,1,231
24297,6394845,C,0,284
24298,6395055,C,1,210
24299,6395272,C,0,217
24300,6395476,C,0,204
24301,6395680,C,1,204
24302,6395887,C,0,207
24303,6396092,C,0,205
24304,6396300,C,1,208
24305,6396373,F,0,73
24306,6396500,C,0,127
24307,6396578,F,1,78
24308,6396700,C,0,122
24309,6396781,F,0,81
24310,6396916,C,0,135
24311,6396994,F,0,78
24312,6397207,F,1,213
24313,6397272,C,1,65
24314,6397412,F,0,140
24315,6397540,C,1,128
24316,6397614,F,0,74
24317,6397750,C,1,136
24318,6397815,F,0,65
24319,6397952,C,1,137
24320,6398027,F,0,75
24321,6398152,C,0,125
24322,6398239,F,0,87
24323,6398357,C,1,118
24324,6398568,F,0,211
24325,6398570,C,0,2
24326,6398779,F,0,209
24327,6398781,C,0,2
24328,6398990,F,0,209
24329,6398992,C,0,2
24330,6399200,F,0,208
24331,6399202,C,0,2
24332,6399411,F,1,209
24333,6399413,C,0,2
24334,6399615,F,0,202
24335,6399617,C,0,2
24336,6399827,C,1,210
24337,6400051,C,1,224
24338,6400254,C,1,203
24339,6400463,C,1,209
24340,6400663,C,1,200
24341,6400804,F,1,141
24342,6400866,C,1,62
24343,6401560,C,1,694
24344,6401938,F,1,378
24345,6402146,F,0,208
24346,6402354,F,0,208
24347,6402580,F,1,226
24348,6402894,F,1,314
24349,6403098,F,0,204
24350,6403299,F,0,201
24351,6403506,F,1,207
24352,6403730,F,0,224
24353,6403818,C,1,88
24354,6403939,F,1,121
